pid,z_seed1,z_seed2,z_seed3,z_seed4,z_seed5,z_seed42,z_seed100,times_flagged,mean_z,crop,lat,lng
967,3.851611498084121,5.192023354908458,5.638290863007995,4.7964662534789415,5.214570907260071,3.0543841321006715,3.344065643377262,7,4.441630378888218,Spring Barley,52.4831103772738,-6.680635238044485
673,3.674408195656135,3.0750396421404513,6.60373620626862,3.2414035094263447,3.5565153453282936,4.246854212714692,6.380544974690532,7,4.396928869460724,Winter Wheat,52.35979247351071,-6.379166194673076
4545,7.483626381883438,6.342219198300748,2.6216573692420937,6.4454862426266075,2.5620350933248295,2.5137219135497473,2.715373505540983,7,4.383445672066921,Winter Wheat,52.90888296065491,-6.949793452830536
3192,4.319651083546459,4.592753234671691,3.9161169056507665,4.351481948490739,3.713351817782893,5.595271292163067,4.171721147166843,7,4.3800496327817795,Winter Wheat,52.760906885951,-6.7620522626578525
4054,3.7653670769760077,5.890055955711598,3.4810074618327405,4.791241038795664,2.1153700344695854,6.73522957552452,3.7587508504187888,6,4.362431713389844,Spring Barley,52.85779548453211,-6.746781538003851
1638,4.5678624904932255,3.053444560736553,2.7343300532130326,2.9567365237356253,8.509721304090721,2.0413624954618297,6.625935059267936,6,4.355627498142703,Potatoes,52.5486727717196,-6.5930053943459495
2454,3.035384403175334,3.093271305835613,3.785235885819851,2.89637038099222,4.889608171161297,3.0304277745092745,9.697085150976815,7,4.346769010352914,Spring Barley,52.67451187599619,-6.553930592189316
4174,3.478208899858925,5.731926149049648,3.322403509780539,4.542506851169166,4.468237485329632,3.456507951839209,5.418085980930832,7,4.345410975422564,Winter Wheat,52.86407939953018,-6.585484007561938
3359,7.050523464030892,3.9393023698311547,3.465000457594013,5.532424066093747,4.188366234859443,3.6765680137606847,2.3725372956797326,6,4.317817414549952,Beans,52.71957725356489,-6.521601184000086
2359,5.787591493339702,3.1091429793375127,4.692799600088521,3.1999830683125667,6.397556091889337,3.6673110346280966,3.211983758312754,7,4.295195432272641,Spring Barley,52.67598045720719,-6.694101774133856
3797,4.9520949344471905,2.925464642438407,7.1391253935548775,2.8276519299811698,4.206662204279745,3.4663085594326986,4.547042186257327,7,4.294907121484488,OSR,52.80654612119663,-6.860594631317815
1703,8.414599112354308,3.255083951873189,3.0196403879015477,3.411307117306912,2.7439938006280378,4.479412984979496,4.650920428908671,7,4.28213682627888,Spring Barley,52.56056612924997,-6.566516377225512
4628,3.2664770400820826,4.025002690356105,3.866284605618821,4.048619693525817,6.033719870948192,4.349203607211673,4.197102842540464,7,4.2552014786118795,Winter Wheat,52.9026798611175,-6.84889468965692
1700,7.071383603886125,2.336729937959194,5.616232675519269,2.397397102429795,4.013024695584854,2.3124183699442735,5.921824376539694,4,4.2384301088376,Spring Barley,52.55932035006338,-6.565396280967267
1186,4.219170040102569,3.602111810203717,5.137610626285161,3.646883791454101,5.002845225752153,4.6146155191523475,3.4222740784258088,7,4.235073013053694,Spring Barley,52.40446613686085,-6.486228828016649
1265,4.69750054553768,3.591637649210337,3.9933260116406615,3.5011141185366212,5.250180523500876,3.5872840978821285,4.942826402250833,7,4.22340990693702,Spring Barley,52.47385800655777,-6.299884257202978
1442,3.0851699614325576,6.635154015260188,3.0562343959634672,3.051319892962822,5.986161015119856,4.603135240073044,3.063544301694626,7,4.21153126035808,Winter Oats,52.57736173734568,-6.896419279120522
2507,3.195517366997354,3.2913064179839124,3.3421986952097478,2.909547120243832,8.014478734039692,2.3085935545174863,6.342020427476392,6,4.200523188066916,Spring Barley,52.69209910948352,-6.601085484670375
842,5.850782519124163,3.3560801159597395,6.6538882923043285,3.2924429170586915,3.0880712281419442,3.6083988228096726,3.5077694316301473,7,4.193919046718384,Winter Oats,52.48652270197599,-6.792290673992517
3269,3.0106930313831874,3.073039983397008,6.585197812410768,3.1820213735910743,3.817997937733867,6.471129014079971,3.2110676811882843,7,4.193020976254879,Spring Barley,52.74750668726018,-6.637988033045035
